,pmid,annotators,article_type,trial_design,study_body,review_type,research_design_blinded,primary_endpoints,secondary_endpoints,int_allocation,int_primary_purpose,int_study_model,int_study_phase,obs_study_model,obs_time_perspective,study_population_age,study_population_dka,study_population_location,study_population_surgical,study_population_treatment_type,atypical_index_blood_pressure,atypical_index_cost,atypical_index_immunity,atypical_index_reproduction,atypical_index_tumor,study_type,therapeutic_area,diseases,drugs,proteins,adverse_effects,published_at,title,authors,link
1052,30132743,Artur,observational_study,,human,,,,,,,,,cohort,,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/22/18,Identification of Family Factors That Affect Self-Management Behaviors Among Patients With Type 2 Diabetes: A Qualitative Descriptive Study in Chinese Communities.,Peng Yue; Karen V Lamb; Xiangyun Chen; Yongli Wang; Shuqin Xiao; Xinwei Feng; Ying Wu,30132743
1053,30132533,Artur,,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/17/18,miRâ€‘338â€‘3p mediates gluconeogenesis via targeting of PP4R1 in hepatocytes.,Shuyue Wang; Linfang Li; Xiehui Chen; Xiuqing Huang; Jin Liu; Xuelin Sun; Yang Zhang; Tao Shen; Jun Guo; Yong Man; Weiqing Tang; Lin Dou; Jian Li,30132533
1054,30132342,Artur,observational_study,,human,,,disease_death_occurence,,,,,,cohort,,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes; chf,dm2,,,,8/22/18,Development and validation of a Health Policy Model of Type 2 diabetes in Chinese setting.,Bin Wu; Jing Ma; Suhua Zhang; Lei Zhou; Haixiang Wu,30132342
1055,30132286,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,italy,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; dr,dm2,,,,8/21/18,Impaired bone matrix glycoprotein pattern is associated with increased cardio-metabolic risk profile in patients with type 2 diabetes mellitus.,I Barchetta; V Ceccarelli; F A Cimini; L Bertoccini; A Fraioli; C Alessandri; A Lenzi; M G Baroni; M G Cavallo,30132286
1056,30132035,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,germany,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,; dkd; diabetes; nafld; hf,dm2,glp-1; sglt-2; dpp-4,,,8/22/18,SGLT2 inhibitors: the future for treatment of type 2 diabetes mellitus and other chronic diseases.,Christoph Wanner; Nikolaus Marx,30132035
1057,30132034,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,australia,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,sglt-2,,,8/22/18,"The actions of SGLT2 inhibitors on metabolism, renal function and blood pressure.",Merlin C Thomas; David Z I Cherney,30132034
1058,30132033,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; ckd,dm2,glp-1; sglt-2; sglt-1,,,8/22/18,Development of SGLT1 and SGLT2 inhibitors.,Timo Rieg; Volker Vallon,30132033
1059,30132032,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,sglt-2; sglt-1,,,8/22/18,"Physiology of renal glucose handling via SGLT1, SGLT2 and GLUT2.",Chiara Ghezzi; Donald D F Loo; Ernest M Wright,30132032
1060,30132031,Artur,review,,human,narrative_review,,,,,,,,,,adults,TRUE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes,dm2,sglt-2,,genitourinary_tract_infection; diabetic_ketoacidosis,8/22/18,Use of SGLT2 inhibitors in type 2 diabetes: weighing the risks and benefits.,Beatrice C Lupsa; Silvio E Inzucchi,30132031
1061,30131938,Artur,observational_study,,human,,,,,,,,,,,adults,FALSE,iran,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2; mody,,,,,Epidemiologic study of familial Type 2 Diabetes in Tehran.,Mostafa Najafipour; Masoumeh Zareizadeh; Farzad Najafipour,30131938
1062,30131871,Artur,interventional_study,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/15/18,Chemical genetic-based phenotypic screen reveals novel regulators of gluconeogenesis in human primary hepatocytes.,Haixia Zou; Qian Liu; Li Meng; Jingye Zhou; Chenxiao Da; Xikun Wu; Lichun Jiang; Jianyong Shou; Haiqing Hua,30131871
1063,30131856,Artur,review,,human,meta_analysis,,,,,,,,,,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,fracture,,,1/5/18,The association between risk of limb fracture and type 2 diabetes mellitus.,Jie Liu; Lei Cao; Yao-Wen Qian; Zhi-Xin Chen; Shi-Fang Guo; Wei-Qiang Sun; Zong-Ru He,30131856
1064,30131768,Artur,review,,human,narrative_review,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/7/18,Brown Adipose Tissue Energy Metabolism in Humans.,AndrÃ© C Carpentier; Denis P Blondin; Kirsi A Virtanen; Denis Richard; FranÃ§ois Haman; Ã‰ric E Turcotte,30131768
1065,30131766,Artur,observational_study,,human; silico,,,,,,,,,,,adults,FALSE,kuwait,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/7/18,Increased Circulation and Adipose Tissue Levels of DNAJC27/RBJ in Obesity and Type 2-Diabetes.,Preethi T Cherian; Irina Al-Khairi; Devarajan Sriraman; Ahmad Al-Enezi; Dalal Al-Sultan; Mohammed AlOtaibi; Saad Al-Enezi; Jaakko Tuomilehto; Fahd Al-Mulla; Jehad A Abubaker; Mohamed Abu-Farha,30131766
1066,30131409,Artur,case_report,,human,,,,,,,,,,,adults,TRUE,usa,TRUE,hospitalized,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,insulin,,,8/20/18,Euglycaemic diabetic ketoacidosis in bariatric surgery patients with type 2 diabetes taking canagliflozin.,Christoffel van Niekerk; James Wallace; Mark Takata; Roger Yu,30131409
1067,30131396,Artur,observational_study,,human,,,,,,,,,cohort,retrospective,adults,FALSE,,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,metformin; sulfonylurea,,,8/21/18,"Time to Treatment Intensification After Monotherapy Failure and Its Association With Subsequent Glycemic Control Among 93,515 Patients With Type 2 Diabetes.",Urvi Desai; Noam Y Kirson; Jennifer Kim; Kamlesh Khunti; Sarah King; Erich Trieschman; Michael Hellstern; Phillip R Hunt; Jayanti Mukherjee,30131396
1068,30131394,Artur,observational_study,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/21/18,Impaired Store-Operated Calcium Entry and STIM1 Loss Lead to Reduced Insulin Secretion and Increased Endoplasmic Reticulum Stress in the Diabetic Î_ cell.,Tatsuyoshi Kono; Xin Tong; Solaema Taleb; Robert N Bone; Hitoshi Iida; Chih-Chun Lee; Paul Sohn; Patrick Gilon; Michael W Roe; Carmella Evans-Molina,30131394
1069,30131393,Artur,interventional_study,,silico; animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; nafld,dm2,,,,8/21/18,The Dysfunctional MDM2-p53 Axis in Adipocytes Contributes to Ageing Related Metabolic Complications by Induction of Lipodystrophy.,Zhuohao Liu; Leigang Jin; Jin-Kui Yang; Baile Wang; Kelvin Kl Wu; Philip Hallenborg; Aimin Xu; Kenneth Ky Cheng,30131393
1070,30131392,Artur,interventional_study,,silico; animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/21/18,Glucolipotoxicity-Inhibited,Qiqing Huang; Weiyan You; Yating Li; Yi Sun; Yuncai Zhou; Yan Zhang; Dechen Liu; Shanshan Zhan; Yunxia Zhu; Xiao Han,30131392
1071,30131390,Artur,interventional_study,,human,,,,,,,,,,,adults,FALSE,italy,TRUE,hospitalized,TRUE,FALSE,FALSE,FALSE,TRUE,,diabetes,dm2,,,,8/21/18,Increased Beta Cell Workload Modulates Proinsulin/Insulin Ratio in Humans.,Teresa Mezza; Pietro M Ferraro; Vinsin A Sun; Simona Moffa; Chiara M A Cefalo; Giuseppe Quero; Francesca Cinti; Gian Pio Sorice; Alfredo Pontecorvi; Franco Folli; Andrea Mari; Sergio Alfieri; Andrea Giaccari,30131390
1072,30131372,Artur,review,,human,narrative_review; systematic_review,,,,,,,,,,adults,FALSE,multinational,TRUE,outpatient,FALSE,FALSE,FALSE,FALSE,TRUE,,cvd; diabetes; ckd,dm2,vitamin; d,,,8/21/18,MANAGEMENT OF ENDOCRINE DISEASE: Therapeutics of Vitamin D.,Peter Ebeling; Robert Adler; Glenville Jones; Uri A Liberman; Gherando Mazziotti; Salvatore Minisola; Craig Munns; Nicola Napoli; Anastassios Pittas; Andrea Giustina; John P Bilezikian; Rene Rizzoli,30131372
1073,30131311,Artur,,,human,,,,,,,,,,,children,FALSE,usa,TRUE,hospitalized,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes,dm2,,spexin,,7/20/18,Roux-en-Y gastric bypass surgery in youth with severe obesity: 1-year longitudinal changes in spexin.,Seema Kumar; Md Jobayer Hossain; Thomas Inge; P Babu Balagopal,30131311
1074,30131299,Artur,review,,human,systematic_review,,,,,,,,,,adults,FALSE,uk,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes,dm2,,,,8/18/18,Online patient education interventions in type 2 diabetes or cardiovascular disease: A systematic review of systematic reviews.,Angharad Kate Woolley; Michelle Hadjiconstantinou; Melanie Davies; Kamlesh Khunti; Samuel Seidu,30131299
1075,30131049,Artur,interventional_study,,human,,,,,randomized,treatment,parallel,,,,adults,FALSE,russia,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; hf,dm2,ace inhibitor,,,,[Effectiveness of chronopharmacotherapy in salt-sensitive and salt-resistant patients with chronic heart failure and preserved ejection fraction].,V V Skibitskiy; A A Kiselev; A V Fendrikova,30131049
1076,30131033,Artur,,,human,,,,,,,,,,,adults,FALSE,switzerland,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes,dm1; dm2,,,,,The Role of Physical Exercise in Obesity and Diabetes.,Andreas Melmer; Patrick Kempf; Markus Laimer,30131033
1077,30130985,Kornelia; Artur,primary_article; review,,human,narrative_review,,,,,,,,cohort,cross_sectional,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,sulfonylureas,,hypoglycaemia,9/26/18,Factors associated with physicians' decision to discontinue or down-titrate sulfonylureas for type 2 diabetes patients.,Pedro Laires; Karen Kurtyka; Edward A Witt; Ying Qiu; Shengsheng Yu; Kristy Iglay,30130985
1078,30130687,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,qatar,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,TRUE,,diabetes; breast cancer,dm2,,,,8/10/18,Challenges and perspectives in the treatment of diabetes associated breast cancer.,Samson Mathews Samuel; Elizabeth Varghese; Sharon Varghese; Dietrich BÃ_sselberg,30130687
1079,30130595,Artur,case_report,,human,,,,,,,,,,,adults,FALSE,mexico,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/18/18,Pilot genome-wide association study identifying novel risk loci for type 2 diabetes in a Maya population.,Miriam Givisay DomÃ_nguez-Cruz; MarÃ_a de Lourdes MuÃ±oz; Armando Totomoch-Serra; MarÃ_a Guadalupe GarcÃ_a-Escalante; Juan BurgueÃ±o; Nina Valadez-GonzÃ¡lez; Doris Pinto-Escalantes; ÃÅlvaro DÃ_az-Badillo,30130595
1080,30130525,Artur,interventional_study,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm1,,,,8/18/18,Trigonelline inhibits caspase 3 to protect Î_ cells apoptosis in streptozotocin-induced type 1 diabetic mice.,Lu Liu; Xiaohuang Du; Zuo Zhang; Jiyin Zhou,30130525
1081,30130291,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,china,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/20/18,Association of menopause and type 2 diabetes mellitus.,Yongcheng Ren; Ming Zhang; Yu Liu; Xizhuo Sun; Bingyuan Wang; Yang Zhao; Dechen Liu; Xuejiao Liu; Dongdong Zhang; Feiyan Liu; Cheng Cheng; Leilei Liu; Xu Chen; Qionggui Zhou; Dongsheng Hu,30130291
1082,30130285,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,taiwan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/20/18,Status of bone strength and factors associated with vertebral fracture in postmenopausal women with type 2 diabetes.,Fang-Ping Chen; Sheng-Fong Kuo; Yu-Ching Lin; Chih-Ming Fan; Jung-Fu Chen,30130285
1083,30130144,Artur,interventional_study,,human,,,efficacy_assessment_demonstration,time_of_event,randomized,treatment,parallel,,,,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/21/18,"Yoga as a Complementary Therapy for Adults with Type 2 Diabetes: Design and Rationale of the Healthy, Active, and in Control (HA1C) Study.",Herpreet Thind; Joseph L Fava; Kate M Guthrie; Laura Stroud; Geetha Gopalakrishnan; Marie Sillice; Naama Gidron; Beth C Bock,30130144
1084,30129716,Artur,observational_study,,human,,,,,,,,,,,adults,FALSE,canada,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,Effectiveness of the CANRISK tool in the identification of dysglycemia in a Canadian South Asian Population.,Gina Agarwal; Ying Jiang; Chantal Lemieux; Susan Rogers Van Katwyk; Yang Mao; Heather Orpana; Maylene Fong; Howard Morrison,30129716
1085,30129517,Artur,interventional_study,,human,,single_blind,,,randomized,treatment,parallel,,,,adults,FALSE,pakistan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,11/14/17,Response to a Supervised Structured Aerobic Exercise Training Program in Patients with Type 2 Diabetes Mellitus - Does Gender Make a Difference? A Randomized Controlled Clinical Trial.,Syed Shakil-Ur-Rehman; Hossein Karimi; Syed Amir Gillani; Imran Amjad; Shakeel Ahmad; Amna Yaseen,30129517
1086,30129445,Artur,comment,,human,,,,,,,,,,,teens,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm1,,,,8/9/18,Age at type 1 diabetes onset: a new risk factor and call for focused treatment.,Marina Basina; David M Maahs,30129445
1087,30129421,Artur,interventional_study,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/21/18,Genetic Polymorphisms of Cytochrome p450 (2C9) Enzyme in Patients with Type 2 Diabetes Mellitus in Turkmen and Fars Ethnic Groups.,Mina Rabiee; Abdoljalal Marjani; Safoura Khajeniazi; Mohammad Mojerloo,30129421
1088,30129269,Artur,observational_study,,human,,,,,,,,,cohort,,adults,FALSE,italy,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/20/18,Evidence of diabetes-specific autoimmunity in obese subjects with normal glucose tolerance.,Claudio Tiberti; Simona Zampetti; Danila Capoccia; Giuseppe Campagna; Federica Lucantoni; Emanuela Anastasi; Lucia Pallotta; Francesca Panimolle; Gaetano Leto; Andrea Lenzi; Frida Leonetti; Raffaella Buzzetti,30129269
1089,30129099,Artur,interventional_study,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/20/18,Intracellular protons accelerate aging and switch on aging hallmarks in mice.,Tomohiro Osanai; Makoto Tanaka; Kei Izumiyama; Kasumi Mikami; Maiko Kitajima; Toshiko Tomisawa; Koji Magota; Hirofumi Tomita; Ken Okumura,30129099
1090,30129089,Artur,interventional_study,superiority,human,,open_label,efficacy_assessment_demonstration,efficacy_assessment_demonstration,randomized,treatment,parallel,phase_3,,,adults,FALSE,multinational,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,insulin glargine; dulaglutide; metformin; sulphonylurea,,weight_increased; diarrhoea; hypoglycaemia; nausea; gastrointestinal_disorder,8/21/18,"Efficacy and Safety of Once-weekly Dulaglutide Versus Insulin Glargine in Mainly Asian Patients with Type 2 Diabetes Mellitus on Metformin and/or a Sulfonylurea: a 52-week Open-label, Randomized Phase 3 Trial.",Weiqing Wang; Luis Nevarez Ruiz; Ekaterina Filippova; Ki Ho Song; Bei Tao; Liqun Gu; Feng Wang; Pengfei Li; Jun Yang,30129089
1091,30128962,Artur,review,,human,meta_analysis,,,,,,,,,,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; dr,dm1; dm2,,,,8/20/18,The association of smoking and risk of diabetic retinopathy in patients with type 1 and type 2 diabetes: a meta-analysis.,Xiaoling Cai; Yifei Chen; Wenjia Yang; Xueying Gao; Xueyao Han; Linong Ji,30128962
1092,30128642,Artur,observational_study,,human,,open_label,,,,,,,,,adults,FALSE,russia,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes; hypertension,dm2,indapamide; perindopril,,,8/20/18,Combination Antihypertensive Therapy with Perindopril and Indapamide in Patients with Essential Hypertension: Effect on Endothelial and Cognitive Markers of Vascular Improvement.,Elena A Zheleznykh; Yulia A Danilogorskaya; Elena V Privalova; Yury N Belenkov; Anastasia A Schendrygina; Irina S Chekneva; Nikolay A Pavlov; Mikhail I Tishman,30128642
1093,30127860,Artur,observational_study,,human,,,efficacy_assessment_demonstration,safety_tolerability,,,,,cohort,prospective,adults,FALSE,japan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,insulin,,hypoglycaemia,8/16/18,Twice-daily insulin degludec/insulin aspart effectively improved morning and evening glucose levels and quality of life in patients previously treated with premixed insulin: an observational study.,Kanta Fujimoto; Toshio Iwakura; Megumi Aburaya; Naoki Matsuoka,30127860
1094,30127768,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,france,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes; nafld,dm2,,,,8/6/18,Dietary Protein and Energy Balance in Relation to Obesity and Co-morbidities.,Mathijs Drummen; Lea Tischmann; Blandine Gatta-Cherifi; Tanja Adam; Margriet Westerterp-Plantenga,30127768
1095,30114954,Kornelia,primary_article,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,diabetes,t2dm,ideglira; insulin glargine u100; insulin aspart,,,9/6/18,Long-term cost-effectiveness analysis shows that IDegLira is associated with improved outcomes and lower costs compared with insulin glargine U100 plus insulin aspart in the US.,Michael Dempsey; Michelle Mocarski; Jakob Langer; Barnaby Hunt,30114954
1096,30106222,Kornelia,observational_study,,human,,,,,,,,,case_control,cross_sectional,adults,FALSE,indonesia; peru; south_africa; romania,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,obesity; dm,,,,9/10/18,"Disease characteristics and treatment of patients with diabetes mellitus attending government health services in Indonesia, Peru, Romania and South Africa.",Nanny N M Soetedjo; Susan M McAllister; Cesar Ugarte-Gil; Adela G Firanescu; Katharina Ronacher; Bachti Alisjahbana; Anca L Costache; Carlos Zubiate; Stephanus T Malherbe; Raspati C Koesoemadinata; Yoko V Laurence; Fiona Pearson; Sarah Kerry-Barnard; Rovina Ruslami; David A J Moore; Mihai Ioana; Leanie Kleynhans; Hikmat Permana; Philip C Hill; Maria Mota; Gerhard Walzl; Hazel M Dockrell; Julia A Critchley; Reinout van Crevel;,30106222
1097,30104398,Kornelia,review,,,narrative_review,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dkd; depression; t1dm; dka; htn; dm; mets; dpn; cognitive impairment; dr; t2dm,,,,9/7/18,Altered brain metabolites in patients with diabetes mellitus and related complications - evidence from,Xue Zhao; Qing Han; Xiaokun Gang; Guixia Wang,30104398
1098,30089436,Kornelia,observational_study,,human,,,other,,,,,,cohort,cross_sectional,adults,FALSE,finland,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; psychiatry,depression; t2dm,,,,9/12/18,"Melatonin receptor 1B gene rs10830963 polymorphism, depressive symptoms and glycaemic traits.",Kadri Haljas; Jari Lahti; Tiinamaija Tuomi; Bo Isomaa; Johan G Eriksson; Leif Groop; Katri RÃ_ikkÃ¶nen,30089436
1099,30084288,Kornelia,review,,human,pooled_analysis,,other,,,,,,,,adults,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,pdn; t2dm; t1dm,pregabalin,,weight_increased; oedema_peripheral; nausea; vomiting; arthralgia; fatigue; somnolence; dizziness; hypoglycemia; headache,9/20/18,The efficacy of pregabalin for treating pain associated with diabetic peripheral neuropathy in subjects with type 1 or type 2 diabetes mellitus.,B Parsons; C Li; B Emir; A I Vinik,30084288
1100,30082375,Kornelia,observational_study,,animal,,,,,,,,,cohort,prospective,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,t2dm; dn,,,,9/5/18,Characterization of diabetic neuropathy progression in a mouse model of type 2 diabetes mellitus.,Cristian De Gregorio; David Contador; Mario Campero; Marcelo Ezquer; Fernando Ezquer,30082375
1101,30022471,Kornelia,observational_study,,other,,,,,,,,,case_control,cross_sectional,adults,FALSE,south_korea,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,t2dm,,,,9/12/18,Functional status of immune cells in patients with long-lasting type 2 diabetes mellitus.,H W Nam; Y J Cho; J A Lim; S J Kim; H Kim; S Y Sim; D G Lim,30022471
1102,29776866,Kornelia,observational_study,,human,,,other,,,,,,case_control,cross_sectional,adults,FALSE,china,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,dn; t2dm; hearing impairment,,,,4/5/18,Hearing impairment in type 2 diabetics and patients with early diabetic nephropathy.,Jianmin Ren; Fufu Ma; Yujing Zhou; Anting Xu; Jianjian Zhang; Rong Ma; Xiaoyan Xiao,29776866
